candidate_policy,reference_policy,candidate_budget,reference_budget,delta_policy_value,delta_policy_value_ci_low,delta_policy_value_ci_high,policy_value_bootstrap_fraction_positive,policy_value_conclusion,delta_incremental_per_1000_targeted,delta_incremental_per_1000_ci_low,delta_incremental_per_1000_ci_high,incremental_bootstrap_fraction_positive,incremental_conclusion,delta_hajek_policy_value,delta_hajek_policy_value_ci_low,delta_hajek_policy_value_ci_high,hajek_policy_value_conclusion,delta_hajek_incremental_per_1000_targeted,delta_hajek_incremental_per_1000_ci_low,delta_hajek_incremental_per_1000_ci_high,hajek_incremental_conclusion,valid_policy_value_bootstrap_reps,valid_incremental_bootstrap_reps,valid_hajek_policy_value_bootstrap_reps,valid_hajek_incremental_bootstrap_reps
t_learner,response,0.11,0.11,-6.573794886477252e-05,-0.0002472587988516774,0.00011837464214176273,0.234,inconclusive,-0.5976177169524748,-2.246786473558094,1.0647234102948753,0.233,inconclusive,-5.8269373777793555e-05,-0.00023843500043410902,0.00012408571646437287,inconclusive,0.04575028778681922,-1.704145561537866,1.7459084725054892,inconclusive,1000,1000,1000,1000
t_learner,response,0.12,0.12,-6.083817451759668e-05,-0.00023917804678746813,0.00012227936557237225,0.246,inconclusive,-0.5069847876466422,-2.011015945159558,1.0279550082417095,0.248,inconclusive,-5.592018551239938e-05,-0.0002358141888449427,0.0001274452285401729,inconclusive,-0.07300996355032385,-1.6387049373661624,1.5433946478982068,inconclusive,1000,1000,1000,1000
t_learner,response,0.2,0.2,-6.920070441224571e-06,-0.00018120478991607262,0.00017731256190051976,0.451,inconclusive,-0.03460035220612312,-0.9228160076858536,0.8860483020985482,0.452,inconclusive,-6.334651576352969e-06,-0.00018320813801935232,0.00017801127762856716,inconclusive,0.053687354068406634,-0.8603208243971154,0.993221679425522,inconclusive,1000,1000,1000,1000
t_learner,response,0.4,0.4,-5.789693749212862e-05,-0.0002245357815839276,0.00012004200690239494,0.246,inconclusive,-0.14474234373032235,-0.5584067670824248,0.304100929341644,0.248,inconclusive,-4.27920107857185e-05,-0.000205952439649955,0.00013737570927002706,inconclusive,-0.06767607453084024,-0.4895074546881293,0.39042841717342425,inconclusive,1000,1000,1000,1000
t_learner,response,0.44,0.44,-4.0249515339320276e-05,-0.00020595541381468894,0.00013761325109877033,0.317,inconclusive,-0.09147617122572749,-0.46850898840137456,0.31162394657834014,0.315,inconclusive,-2.801317897666543e-05,-0.000194921566789485,0.00014909640708777507,inconclusive,-0.0386572758299244,-0.4257999624126747,0.37929157558095417,inconclusive,1000,1000,1000,1000
t_learner,response,0.6,0.6,-4.31907523647879e-05,-0.00021178977189404466,0.0001377263330494086,0.302,inconclusive,-0.07198458727464696,-0.35301990399823957,0.23001537626310978,0.303,inconclusive,-3.256014825784659e-05,-0.00020083210191701074,0.0001430570545489893,inconclusive,-0.04944937955607842,-0.33301869553492947,0.24666896065607652,inconclusive,1000,1000,1000,1000
t_learner,response,0.8,0.8,-4.0249515339320276e-05,-0.00020980730688296832,0.0001378116672891505,0.313,inconclusive,-0.05031189417415005,-0.26269613042759526,0.17308912508183594,0.313,inconclusive,-3.735138395741331e-05,-0.00020320930933495813,0.00013954077865492852,inconclusive,-0.04724091774902228,-0.25544914303398836,0.17423688003772614,inconclusive,1000,1000,1000,1000
t_learner,response,1.0,1.0,-6.5052130349130266e-18,0.0,0.0,0.0,inconclusive,-6.439293542825908e-15,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,1000,1000,1000,1000
t_learner,expected_random,0.01,0.01,0.0003711223866817209,0.00010293629612171588,0.0006118871854187937,0.997,beats,37.11223866817208,10.43236994169172,61.11053872744134,0.997,beats,0.00036847803840974803,0.00010059140156341505,0.0006085191518373252,beats,26.377277985142328,-1.6069608915371616,51.849194518539576,inconclusive,1000,1000,1000,1000
t_learner,expected_random,0.02,0.02,0.0005117701027291892,0.0002207620263953692,0.0007827702560519399,1.0,beats,25.588505136459457,10.894420622312238,38.94784071234155,1.0,beats,0.0005063668379763379,0.00021571064569693923,0.0007766692006172979,beats,19.00736505416849,3.8639236115796396,32.969689443155715,beats,1000,1000,1000,1000
t_learner,expected_random,0.1,0.1,0.0007337930638015109,0.0004319139584861354,0.0010292528397812992,1.0,beats,7.337930638015111,4.330126722298087,10.301379284074805,1.0,beats,0.0007139696626123513,0.00041199248218041655,0.0010070234496068382,beats,6.246060372007284,3.0507279153815863,9.410872717538325,beats,1000,1000,1000,1000
t_learner,expected_random,0.11,0.11,0.0007332339542832386,0.0004336408079484159,0.0010265810059631203,1.0,beats,6.665763220756718,3.9369160242182053,9.337354760245802,1.0,beats,0.0007149087275322122,0.0004121250349019771,0.0010061257502761555,beats,5.831227656064806,2.9680680659576013,8.629577190933462,beats,1000,1000,1000,1000
t_learner,expected_random,0.12,0.12,0.0007434570931630787,0.0004526888704171535,0.0010344124531903318,1.0,beats,6.195475776358986,3.781359085321688,8.589019514938506,1.0,beats,0.000723561941636103,0.0004315430657429586,0.0010095246257159555,beats,5.4383047420040995,2.901377027682686,8.021166615859533,beats,1000,1000,1000,1000
